t_amount,balance,l_amount,duration,payments,status
30.0,26051.0,120888,36,3358.0,A
14.6,12747.1,68124,12,5677.0,A
14.6,-1077.3,299088,36,8308.0,B
14.6,56663.3,170256,24,7094.0,A
14.6,65482.9,139536,24,5814.0,A
14.6,38220.9,76416,24,3184.0,A
15259.0,65497.5,139536,24,5814.0,A
14.6,30520.5,248148,36,6893.0,A
14.6,35326.4,105804,36,2939.0,A
14.6,87333.6,51360,12,4280.0,B
14.6,54017.5,209184,48,4358.0,A
14.6,49660.5,83016,12,6918.0,A
30.0,34999.5,44628,12,3719.0,A
14.6,94872.3,44376,12,3698.0,A
100.0,59844.8,123408,24,5142.0,A
14.6,104127.0,151560,24,6315.0,A
14.6,34148.5,21924,36,609.0,A
137.3,22835.2,82896,12,6908.0,A
177.2,44300.1,15420,12,1285.0,A
14.6,53689.7,39024,12,3252.0,A
14.6,54132.5,91632,12,7636.0,A
292.9,77177.3,90156,12,7513.0,A
99.8,34560.3,51408,24,2142.0,A
229.9,55287.7,79632,24,3318.0,A
169.4,25267.2,74040,12,6170.0,A
169.2,39774.7,97224,24,4051.0,A
14.6,77162.7,90156,12,7513.0,A
14.6,34545.7,51408,24,2142.0,A
14.6,84234.5,155880,24,6495.0,A
14.6,40776.6,80340,12,6695.0,A
14.6,36597.4,29784,24,1241.0,A
15049.0,83905.8,155880,24,6495.0,A
14.6,63051.7,74736,36,2076.0,A
109.9,25588.5,78936,12,6578.0,A
14.6,45578.5,98184,24,4091.0,A
14.6,39020.2,71064,36,1974.0,A
14.6,48578.9,99336,24,4139.0,A
127.4,30535.1,248148,36,6893.0,A
59.2,20490.3,165960,36,4610.0,A
14.6,30702.1,156672,36,4352.0,A
14.6,54111.8,24516,12,2043.0,A
86.9,21691.1,4980,12,415.0,A
134.5,21949.2,67464,12,5622.0,A
30.0,12779.3,61560,12,5130.0,A
22500.0,12809.3,61560,12,5130.0,A
14.6,66238.6,95808,12,7984.0,A
175.2,20061.4,94512,12,7876.0,B
58.7,15748.0,137904,24,5746.0,B
0.7,15747.3,137904,24,5746.0,B
145.2,26030.5,174744,24,7281.0,B
237.5,54773.3,193968,36,5388.0,A
16.3,16465.6,66480,24,2770.0,B
163.2,87348.2,51360,12,4280.0,B
256.9,72152.9,134784,24,5616.0,A
43.7,40744.6,47304,24,1971.0,A
87.4,24235.8,33144,12,2762.0,A
171.9,30326.0,67980,12,5665.0,A
159.6,56786.8,7656,24,319.0,A
155.5,41591.4,265320,36,7370.0,A
245.1,67999.7,227880,36,6330.0,A
101.2,31400.2,87840,24,3660.0,A
224.4,50290.1,172080,48,3585.0,A
122.1,27694.2,127080,60,2118.0,A
126.4,40647.2,230220,36,6395.0,B
343.3,84249.1,155880,24,6495.0,A
167.5,53805.1,38148,12,3179.0,A
166.1,40079.1,76680,24,3195.0,A
263.0,62156.7,74688,12,6224.0,A
241.7,40791.2,80340,12,6695.0,A
163.2,36612.0,29784,24,1241.0,A
315.5,48693.5,140400,36,3900.0,A
68.4,15053.1,29448,12,2454.0,B
127.5,27862.7,208320,48,4340.0,A
55.8,33748.9,42840,12,3570.0,A
162.6,28608.2,49320,12,4110.0,B
117.4,40056.0,21072,24,878.0,A
226.9,63066.3,74736,36,2076.0,A
329.5,74978.2,224604,36,6239.0,A
345.9,88145.0,91152,24,3798.0,A
138.1,35309.3,61560,12,5130.0,A
68.5,15796.4,101520,12,8460.0,A
168.8,29528.8,86184,12,7182.0,A
110.7,28253.5,92400,12,7700.0,A
14.6,23025.7,15192,24,633.0,A
14.6,35845.3,300204,36,8339.0,A
14.6,26015.9,174744,24,7281.0,B
14.6,1623.2,174744,24,7281.0,B
30.0,49265.8,77640,12,6470.0,A
14.6,26404.9,71460,12,5955.0,A
14.6,48678.9,140400,36,3900.0,A
14.6,48961.8,42900,12,3575.0,A
14.6,38140.6,93600,24,3900.0,A
100.0,28508.2,49320,12,4110.0,B
30.0,27832.7,208320,48,4340.0,A
14.6,70912.7,111384,24,4641.0,A
14.6,25252.6,74040,12,6170.0,A
14.6,39760.1,97224,24,4051.0,A
218.9,43383.3,68400,12,5700.0,B
263.9,58601.1,187224,24,7801.0,B
2.0,11351.6,96396,12,8033.0,B
76.3,11362.4,96396,12,8033.0,B
8.9,11353.6,96396,12,8033.0,B
179.0,45412.6,98184,24,4091.0,A
354.8,41675.2,164052,36,4557.0,B
99.5,21055.9,192552,24,8023.0,B
233.9,41744.2,208128,48,4336.0,B
27.9,4858.3,30276,12,2523.0,B
14.6,33422.8,76944,12,6412.0,A
14.6,88130.4,91152,24,3798.0,A
14.6,30311.4,67980,12,5665.0,A
14.6,40632.6,230220,36,6395.0,B
14.6,24221.2,33144,12,2762.0,A
14.6,40730.0,47304,24,1971.0,A
30.0,37959.7,231696,36,6436.0,A
14.6,108379.0,121896,24,5079.0,A
14.6,19254.5,215388,36,5983.0,B
14.6,86358.3,77808,12,6484.0,A
14.6,13162.1,91632,12,7636.0,A
0.8,-1062.7,299088,36,8308.0,B
0.3,-1077.6,299088,36,8308.0,B
240.2,56677.9,170256,24,7094.0,A
290.8,54321.6,53472,12,4456.0,A
205.8,85828.5,92976,24,3874.0,A
14.6,21676.5,4980,12,415.0,A
14.6,31187.3,30276,12,2523.0,A
14.6,9536.7,30276,12,2523.0,B
14.6,23906.4,80952,24,3373.0,A
14.6,27447.1,55368,24,2307.0,A
14.6,17907.9,155640,24,6485.0,A
30.0,11321.6,96396,12,8033.0,B
30.0,45124.6,205200,36,5700.0,A
14.6,34020.4,46320,24,1930.0,A
14.6,42005.2,288468,36,8013.0,A
14.6,58150.7,91200,24,3800.0,A
14.6,42034.2,31728,24,1322.0,A
14.6,18999.4,41952,12,3496.0,A
14.6,15262.4,63312,48,1319.0,A
14.6,25573.9,78936,12,6578.0,A
312.3,66111.3,123696,48,2577.0,A
14.6,28238.9,92400,12,7700.0,A
14.6,15781.8,101520,12,8460.0,A
200.4,40574.8,149040,48,3105.0,A
212.5,45154.6,205200,36,5700.0,A
65.1,16512.5,38520,12,3210.0,A
199.0,40288.9,44088,24,1837.0,A
100.0,54630.8,72408,24,3017.0,B
14.6,66566.5,17508,12,1459.0,A
21600.0,54730.8,72408,24,3017.0,B
14.6,24431.1,36684,12,3057.0,A
14.6,54714.4,34572,12,2881.0,A
44915.0,67532.9,110136,24,4589.0,A
14.6,67698.8,110136,24,4589.0,A
14.6,62104.2,21852,36,607.0,A
14.6,76341.7,189696,24,7904.0,B
30.0,28489.3,84120,24,3505.0,A
14.6,45985.6,91584,24,3816.0,A
30.0,42056.7,189696,24,7904.0,A
14.6,31892.7,72120,12,6010.0,A
42800.0,33541.7,189696,24,7904.0,B
14.6,32453.8,68112,12,5676.0,A
14.6,22433.5,97392,12,8116.0,A
5698.0,32468.4,68112,12,5676.0,A
14.6,39877.7,86880,12,7240.0,A
15119.0,39892.3,86880,12,7240.0,A
14.6,20950.1,259740,60,4329.0,A
14.6,31814.2,75624,24,3151.0,B
125.5,29601.9,53076,12,4423.0,A
265.0,52345.1,48624,24,2026.0,A
142.8,46013.2,187104,24,7796.0,A
184.2,37732.5,24312,12,2026.0,A
7000.0,33365.4,323472,48,6739.0,A
14.6,33350.8,323472,48,6739.0,A
14.6,46073.5,14628,12,1219.0,A
100.0,43476.7,173808,24,7242.0,A
14.6,24582.6,165960,24,6915.0,A
14.6,4843.7,30276,12,2523.0,B
14.6,27445.6,80952,24,3373.0,A
14.6,34932.3,30276,12,2523.0,A
14.6,20475.7,165960,36,4610.0,A
100.0,41575.2,164052,36,4557.0,B
13697.0,40019.9,98592,24,4108.0,A
100.0,39919.9,98592,24,4108.0,A
14.6,39472.1,31176,24,1299.0,A
265.8,51047.0,27456,12,2288.0,A
143.8,23653.4,104808,12,8734.0,A
14.6,45998.6,187104,24,7796.0,A
14.6,41729.6,208128,48,4336.0,B
14.6,29089.2,141648,24,5902.0,A
14.6,87754.7,76080,12,6340.0,A
14.6,34238.5,21396,12,1783.0,A
14.6,32581.6,143904,24,5996.0,A
14.6,79206.1,117024,24,4876.0,A
14.6,28705.6,39576,12,3298.0,A
42424.0,114506.0,39576,12,3298.0,A
14.6,60474.1,86616,12,7218.0,A
14.6,64650.1,52128,24,2172.0,A
14.6,88912.9,41904,12,3492.0,A
13500.0,64664.7,52128,24,2172.0,A
14.6,114891.0,39576,12,3298.0,A
14.6,26023.8,23184,12,1932.0,A
124.9,30716.7,156672,36,4352.0,A
200.9,48593.5,99336,24,4139.0,A
179.2,34035.0,46320,24,1930.0,A
30.0,21025.9,192552,24,8023.0,B
14.6,37111.9,45336,24,1889.0,A
100.0,44713.6,93888,36,2608.0,A
14.6,52660.3,31248,12,2604.0,A
14.6,49079.1,18564,12,1547.0,A
1400.0,49093.7,18564,12,1547.0,A
30.0,52386.5,68544,24,2856.0,A
14.6,10940.9,76380,12,6365.0,A
201.5,54126.4,24516,12,2043.0,A
301.9,66253.2,95808,12,7984.0,A
257.6,53704.3,39024,12,3252.0,A
102.1,12761.7,68124,12,5677.0,A
188.3,26553.2,19248,12,1604.0,A
138.6,32596.2,143904,24,5996.0,A
62.0,14915.1,87816,12,7318.0,A
316.0,79220.7,117024,24,4876.0,A
148.8,26357.2,20220,12,1685.0,A
122.6,23040.3,15192,24,633.0,A
90.4,22284.3,73836,36,2051.0,A
163.5,35859.9,300204,36,8339.0,A
124.2,26365.4,323472,48,6739.0,A
290.2,54032.1,209184,48,4358.0,A
334.5,87769.3,76080,12,6340.0,A
106.1,17277.8,33348,12,2779.0,A
313.9,43576.7,173808,24,7242.0,A
263.3,94886.9,44376,12,3698.0,A
307.7,69210.6,79608,24,3317.0,A
194.7,49675.1,83016,12,6918.0,A
238.6,35029.5,44628,12,3719.0,A
207.1,46088.1,14628,12,1219.0,A
192.2,48045.5,192744,36,5354.0,A
12.3,1637.8,174744,24,7281.0,B
141.2,34253.1,21396,12,1783.0,A
98.5,20253.5,110112,24,4588.0,A
82.5,29103.8,141648,24,5902.0,A
234.7,53716.9,98592,24,4108.0,A
334.5,81909.1,107640,24,4485.0,A
194.4,25025.5,61656,24,2569.0,B
93.9,23281.1,11400,12,950.0,A
333.9,139409.0,51696,24,2154.0,A
125.2,22448.1,97392,12,8116.0,A
309.8,49295.8,77640,12,6470.0,A
198.7,42274.9,27984,12,2332.0,A
302.6,31907.3,72120,12,6010.0,A
219.2,60488.7,86616,12,7218.0,A
113.1,19014.0,41952,12,3496.0,A
196.4,26419.5,71460,12,5955.0,A
205.0,58165.3,91200,24,3800.0,A
169.8,38155.2,93600,24,3900.0,A
326.8,62118.8,21852,36,607.0,A
142.8,23921.0,80952,24,3373.0,A
230.4,50520.5,172080,48,3585.0,A
167.5,53972.7,38148,12,3179.0,A
220.0,76356.3,189696,24,7904.0,B
189.0,25923.2,23184,12,1932.0,A
83.9,27373.8,55368,24,2307.0,A
124.3,27818.5,127080,60,2118.0,A
158.2,41851.0,288468,36,8013.0,A
61.3,15277.0,63312,48,1319.0,A
290.9,67754.6,227880,36,6330.0,A
235.7,31201.9,30276,12,2523.0,A
341.1,48976.4,42900,12,3575.0,A
177.8,38166.4,68112,12,5676.0,A
213.1,42086.7,189696,24,7904.0,A
200.1,114706.0,39576,12,3298.0,A
243.3,88927.5,41904,12,3492.0,A
199.9,46000.2,91584,24,3816.0,A
116.8,28720.2,39576,12,3298.0,A
276.9,28519.3,84120,24,3505.0,A
180.6,42048.8,31728,24,1322.0,A
29.0,9551.3,30276,12,2523.0,B
274.0,61094.3,196080,48,4085.0,A
14.6,16497.9,38520,12,3210.0,A
163.7,39034.8,71064,36,1974.0,A
98.2,21236.1,23520,12,1960.0,A
438.6,70927.3,111384,24,4641.0,A
14.6,69196.0,79608,24,3317.0,A
100.0,54673.3,193968,36,5388.0,A
14.6,53390.7,43164,12,3597.0,A
30.0,102178.0,212400,36,5900.0,A
15190.0,102208.0,212400,36,5900.0,A
14.6,-1446.4,60156,36,1671.0,B
14.6,18685.0,76908,12,6409.0,B
14.6,15108.9,29448,12,2454.0,B
14.6,27803.9,127080,60,2118.0,A
14.6,50505.9,172080,48,3585.0,A
167.7,24597.2,165960,24,6915.0,A
159.1,36429.5,102876,12,8573.0,A
89.9,16526.0,88440,12,7370.0,A
14.6,14900.5,87816,12,7318.0,A
14.6,22269.7,73836,36,2051.0,A
30.0,16435.6,66480,24,2770.0,B
14.6,48030.9,192744,36,5354.0,A
14.6,43368.7,68400,12,5700.0,B
14.6,24195.3,63252,12,5271.0,A
14.6,23266.5,11400,12,950.0,A
30.0,24995.5,61656,24,2569.0,B
14.6,20238.9,110112,24,4588.0,A
131.7,40520.8,230220,36,6395.0,B
152.4,24148.4,33144,12,2762.0,A
126.1,33693.0,42840,12,3570.0,A
176.0,30154.1,67980,12,5665.0,A
138.8,31299.0,87840,24,3660.0,A
176.0,40700.9,47304,24,1971.0,A
139.0,39938.6,21072,24,878.0,A
203.4,41794.8,265320,36,7370.0,A
166.5,56627.1,7656,24,319.0,A
266.0,71896.1,134784,24,5616.0,A
210.9,39913.0,76680,24,3195.0,A
263.0,62419.7,74688,12,6224.0,A
14.6,55159.7,12540,12,1045.0,A
14.6,40274.3,44088,24,1837.0,A
5160.0,35114.3,44088,24,1837.0,A
30.0,62328.0,96168,12,8014.0,A
14.6,55181.5,97632,12,8136.0,A
100.0,17044.2,113796,36,3161.0,A
14.6,24198.1,126600,24,5275.0,A
14.6,24459.8,36168,12,3014.0,A
14.6,62307.4,89280,12,7440.0,A
14.6,42305.2,182628,36,5073.0,A
14.6,21923.0,52788,12,4399.0,A
30.0,21711.2,44940,12,3745.0,A
30.0,36853.2,89880,24,3745.0,A
405.1,104142.0,151560,24,6315.0,A
172.0,29645.5,154416,48,3217.0,A
101.2,21293.7,69360,48,1445.0,A
258.9,49414.7,197748,36,5493.0,A
87.9,21937.6,52788,12,4399.0,A
143.3,29815.0,54024,12,4502.0,A
245.2,34946.9,30276,12,2523.0,A
155.7,27220.7,67464,12,5622.0,A
88.9,19545.5,129408,24,5392.0,A
215.2,37439.7,260028,36,7223.0,A
180.7,42319.8,182628,36,5073.0,A
244.8,32218.9,217152,36,6032.0,A
149.2,49545.5,168984,24,7041.0,B
206.6,64639.9,115992,36,3222.0,A
223.7,57730.8,108144,36,3004.0,A
182.2,21741.2,44940,12,3745.0,A
158.3,27460.2,80952,24,3373.0,A
307.3,76444.7,98304,12,8192.0,A
188.6,52216.9,131292,36,3647.0,A
266.3,76129.2,45768,12,3814.0,A
287.6,62322.0,89280,12,7440.0,A
296.8,71504.7,274740,60,4579.0,A
120.4,62175.9,45768,12,3814.0,A
144.3,38224.3,198240,24,8260.0,A
185.8,36883.2,89880,24,3745.0,A
186.3,52674.9,31248,12,2604.0,A
14.6,21934.6,67464,12,5622.0,A
14.6,23504.4,23052,12,1921.0,A
14.6,72138.3,134784,24,5616.0,A
14.6,56772.2,7656,24,319.0,A
14.6,31385.6,87840,24,3660.0,A
14.6,74963.6,224604,36,6239.0,A
14.6,58586.5,187224,24,7801.0,B
14.6,66096.7,123696,48,2577.0,A
14.6,29514.2,86184,12,7182.0,A
14.6,62405.1,74688,12,6224.0,A
14.6,40041.4,21072,24,878.0,A
14.6,40064.5,76680,24,3195.0,A
14.6,41780.2,265320,36,7370.0,A
10892.0,9329.8,94512,12,7876.0,B
20329.0,45284.4,141240,24,5885.0,A
10795.0,63125.5,48624,24,2026.0,A
18651.0,33535.9,131292,36,3647.0,A
3120.0,51012.5,91632,12,7636.0,A
18432.0,110142.0,121896,24,5079.0,A
28700.0,57658.3,77808,12,6484.0,A
20195.0,128574.0,121896,24,5079.0,A
31900.0,78242.1,121896,24,5079.0,A
9100.0,40992.7,72120,12,6010.0,A
16769.0,25287.7,189696,24,7904.0,A
7400.0,51685.5,15420,12,1285.0,A
21614.0,86264.1,52128,24,2172.0,A
3000.0,34111.9,45336,24,1889.0,A
31668.0,93996.0,96168,12,8014.0,A
4680.0,18824.4,23052,12,1921.0,A
2400.0,72563.6,224604,36,6239.0,A
40326.0,69221.4,47016,12,3918.0,A
23600.0,58294.5,107640,24,4485.0,A
12900.0,63530.1,98304,12,8192.0,A
1400.0,32229.8,18324,12,1527.0,A
4391.0,45374.3,36396,12,3033.0,A
42013.0,96124.8,24516,12,2043.0,A
4600.0,31245.3,300204,36,8339.0,A
4500.0,53650.7,91200,24,3800.0,A
41456.0,74997.7,189696,24,7904.0,B
8400.0,35076.7,173808,24,7242.0,A
600.0,38872.1,31176,24,1299.0,A
1400.0,47398.6,187104,24,7796.0,A
6800.0,82112.9,41904,12,3492.0,A
4500.0,67638.3,134784,24,5616.0,A
3300.0,76503.5,65184,12,5432.0,A
4800.0,21997.2,61056,48,1272.0,A
2500.0,35709.7,198240,24,8260.0,A
4800.0,71299.2,45768,12,3814.0,A
2200.0,19021.5,23520,12,1960.0,A
3400.0,34820.9,76416,24,3184.0,A
20371.0,115243.0,44376,12,3698.0,A
29100.0,86143.3,44376,12,3698.0,A
30400.0,73727.4,151560,24,6315.0,A
21300.0,66830.4,91152,24,3798.0,A
4500.0,73742.1,121896,24,5079.0,A
3547.0,41577.6,205200,36,5700.0,A
1500.0,40534.2,31728,24,1322.0,A
5600.0,49073.3,193968,36,5388.0,A
9200.0,43381.5,97632,12,8136.0,A
2600.0,52581.5,97632,12,8136.0,A
4200.0,22543.3,464520,60,7742.0,B
8300.0,62678.8,28248,24,1177.0,A
900.0,50785.5,15420,12,1285.0,A
14700.0,-5851.2,57360,12,4780.0,B
4700.0,56759.8,270648,36,7518.0,B
22777.0,41832.9,115992,36,3222.0,A
3800.0,40499.2,45768,12,3814.0,A
27000.0,44299.2,45768,12,3814.0,A
3200.0,32354.1,116832,12,9736.0,A
100.0,25951.0,120888,36,3358.0,A
6100.0,50563.3,170256,24,7094.0,A
24400.0,52762.7,90156,12,7513.0,A
15600.0,23420.2,71064,36,1974.0,A
6856.0,55534.9,140400,36,3900.0,A
3200.0,36560.1,97224,24,4051.0,A
12600.0,41050.7,91200,24,3800.0,A
4900.0,27553.8,68112,12,5676.0,A
29800.0,101524.0,52128,24,2172.0,A
10900.0,38414.0,76908,12,6409.0,B
30629.0,49314.0,76908,12,6409.0,B
7300.0,43205.9,172080,48,3585.0,A
8700.0,77098.5,92976,24,3874.0,A
16141.0,35671.9,129408,24,5392.0,A
4400.0,72103.5,65184,12,5432.0,A
3.0,36411.9,102876,12,8573.0,A
5900.0,22326.0,88440,12,7370.0,A
28840.0,22988.8,57360,12,4780.0,B
2800.0,-4668.0,276660,36,7685.0,B
9200.0,-1868.0,276660,36,7685.0,B
14581.0,54640.4,47016,12,3918.0,A
7517.0,41883.1,197748,36,5493.0,A
36191.0,68395.3,217152,36,6032.0,A
2704.0,18972.5,4980,12,415.0,A
10200.0,88629.2,104712,24,4363.0,A
3136.0,29965.7,86184,12,7182.0,A
1085.0,-2162.6,299088,36,8308.0,B
24368.0,74931.3,170256,24,7094.0,A
18964.0,36008.2,113796,36,3161.0,A
853.0,29667.5,248148,36,6893.0,A
41047.0,158634.0,51360,12,4280.0,B
30253.0,117587.0,51360,12,4280.0,B
38300.0,67133.6,51360,12,4280.0,B
53200.0,105434.0,51360,12,4280.0,B
6049.0,80094.3,44376,12,3698.0,A
2323.0,57521.8,123408,24,5142.0,A
10134.0,63593.4,151560,24,6315.0,A
4500.0,30045.7,51408,24,2142.0,A
6184.0,56867.7,74736,36,2076.0,A
40840.0,81616.6,80340,12,6695.0,A
1100.0,42911.4,29784,24,1241.0,A
4613.0,26089.1,156672,36,4352.0,A
2223.0,10556.3,61560,12,5130.0,A
14342.0,37367.7,15192,24,633.0,A
6055.0,42906.8,42900,12,3575.0,A
10838.0,47398.1,97224,24,4051.0,A
17636.0,47947.4,67980,12,5665.0,A
21204.0,40458.5,215388,36,5983.0,B
3434.0,37464.9,155640,24,6485.0,A
10200.0,34106.4,80952,24,3373.0,A
31937.0,77922.6,91584,24,3816.0,A
8157.0,19396.8,68112,12,5676.0,A
49681.0,84757.7,173808,24,7242.0,A
13300.0,52772.6,165960,24,6915.0,A
7266.0,30379.6,80952,24,3373.0,A
956.0,19519.7,165960,36,4610.0,A
10530.0,29389.9,98592,24,4108.0,A
4800.0,74406.1,117024,24,4876.0,A
9493.0,105398.0,39576,12,3298.0,A
8574.0,19514.9,76380,12,6365.0,A
9200.0,15624.5,87816,12,7318.0,A
3264.0,39041.2,182628,36,5073.0,A
7618.0,29541.0,52788,12,4399.0,A
33735.0,55669.6,67464,12,5622.0,A
22400.0,34372.2,7656,24,319.0,A
3136.0,26378.2,86184,12,7182.0,A
555.0,40077.6,230220,36,6395.0,B
2400.0,82418.1,51696,24,2154.0,A
268.0,25019.7,189696,24,7904.0,A
5000.0,62985.1,227880,36,6330.0,A
4518.0,25282.4,54024,12,4502.0,A
129.0,28842.9,129408,24,5392.0,A
9317.0,28108.1,260028,36,7223.0,A
11761.0,30782.5,23520,12,1960.0,A
11855.0,33134.1,69360,48,1445.0,A
18729.0,45267.6,19248,12,1604.0,A
5119.0,35098.3,36396,12,3033.0,A
2300.0,40217.3,36396,12,3033.0,A
20662.0,33409.1,68124,12,5677.0,A
3352.0,26315.5,248148,36,6893.0,A
2400.0,51617.5,209184,48,4358.0,A
25657.0,79346.7,39024,12,3252.0,A
29800.0,66324.8,24516,12,2043.0,A
7268.0,19136.9,71460,12,5955.0,A
38818.0,88083.8,77640,12,6470.0,A
7122.0,72589.8,76944,12,6412.0,A
1609.0,11553.1,91632,12,7636.0,A
10200.0,57719.3,30276,12,2523.0,A
1110.0,67919.3,30276,12,2523.0,A
10279.0,30771.7,91200,24,3800.0,A
1307.0,26931.9,92400,12,7700.0,A
13291.0,61706.7,189696,24,7904.0,B
13995.0,45809.2,75624,24,3151.0,B
37842.0,72774.3,30276,12,2523.0,A
10200.0,61464.3,30276,12,2523.0,A
10699.0,44937.5,21396,12,1783.0,A
4654.0,112143.0,41904,12,3492.0,A
39700.0,89569.1,52128,24,2172.0,A
27745.0,129269.0,52128,24,2172.0,A
8500.0,51974.1,86616,12,7218.0,A
2600.0,50060.3,31248,12,2604.0,A
17600.0,31473.3,193968,36,5388.0,A
14727.0,29835.9,29448,12,2454.0,B
754.0,22512.5,11400,12,950.0,A
18081.0,41033.8,36168,12,3014.0,A
20400.0,35269.6,67464,12,5622.0,A
17606.0,59386.2,265320,36,7370.0,A
330.0,25512.9,129408,24,5392.0,A
15.0,36396.9,102876,12,8573.0,A
510.0,19209.8,57360,12,4780.0,B
300.0,32844.1,11736,24,489.0,A
9235.0,20352.3,53076,12,4423.0,A
6700.0,9032.7,137904,24,5746.0,B
20267.0,61913.9,115992,36,3222.0,A
1800.0,31735.9,131292,36,3647.0,A
6500.0,35383.1,197748,36,5493.0,A
18955.0,81116.3,45768,12,3814.0,A
2670.0,77513.3,45768,12,3814.0,A
13455.0,79806.7,95400,36,2650.0,A
489.0,18483.5,4980,12,415.0,A
1320.0,34688.2,113796,36,3161.0,A
3000.0,64133.6,51360,12,4280.0,B
36430.0,88047.5,209184,48,4358.0,A
6327.0,43333.5,83016,12,6918.0,A
3020.0,54501.8,123408,24,5142.0,A
14400.0,67216.6,80340,12,6695.0,A
11244.0,59822.9,99336,24,4139.0,A
1400.0,24942.6,20220,12,1685.0,A
8300.0,22945.3,300204,36,8339.0,A
4900.0,14236.9,71460,12,5955.0,A
4015.0,18254.7,73836,36,2051.0,A
68.0,18064.2,33144,12,2762.0,A
2762.0,35197.7,231696,36,6436.0,A
2306.0,12956.4,63312,48,1319.0,A
3900.0,7421.6,96396,12,8033.0,B
690.0,33330.4,46320,24,1930.0,A
6020.0,34514.2,31728,24,1322.0,A
5640.0,56998.2,288468,36,8013.0,A
20975.0,39974.4,41952,12,3496.0,A
12368.0,32499.1,36684,12,3057.0,A
16256.0,32745.3,84120,24,3505.0,A
43440.0,83317.7,86880,12,7240.0,A
6943.0,26407.8,323472,48,6739.0,A
20291.0,54402.9,45336,24,1889.0,A
32739.0,82799.3,31248,12,2604.0,A
17069.0,66148.1,18564,12,1547.0,A
1827.0,17687.9,76380,12,6365.0,A
12710.0,40513.9,127080,60,2118.0,A
66.0,32511.9,127080,60,2118.0,A
31624.0,55819.3,63252,12,5271.0,A
11300.0,31538.9,110112,24,4588.0,A
16203.0,51317.3,44088,24,1837.0,A
3189.0,12521.4,23052,12,1921.0,A
2900.0,37164.5,76680,24,3195.0,A
13800.0,20227.9,27984,12,2332.0,A
56.0,25456.9,129408,24,5392.0,A
1600.0,21759.3,87216,48,1817.0,B
1374.0,43910.4,141240,24,5885.0,A
8900.0,32538.8,104808,12,8734.0,A
41445.0,64265.6,82896,12,6908.0,A
5900.0,6219.0,276660,36,7685.0,B
2858.0,51782.4,47016,12,3918.0,A
24700.0,95598.3,45768,12,3814.0,A
18954.0,53678.5,37908,12,3159.0,A
13800.0,66006.7,95400,36,2650.0,A
49.0,35343.2,17184,12,1432.0,A
3368.0,22333.5,23520,12,1960.0,A
10352.0,28835.5,4980,12,415.0,A
37511.0,72609.3,36396,12,3033.0,A
47710.0,82709.5,44628,12,3719.0,A
8112.0,62613.8,123408,24,5142.0,A
37890.0,101483.0,151560,24,6315.0,A
7732.0,54881.8,123408,24,5142.0,A
6828.0,72518.7,39024,12,3252.0,A
3034.0,39877.4,29784,24,1241.0,A
37435.0,109999.0,224604,36,6239.0,A
7273.0,38305.5,98184,24,4091.0,A
1178.0,37514.2,71064,36,1974.0,A
15272.0,38692.2,71064,36,1974.0,A
2700.0,92228.8,24516,12,2043.0,A
2070.0,-446.8,174744,24,7281.0,B
6164.0,69060.8,42900,12,3575.0,A
24324.0,49576.6,74040,12,6170.0,A
3716.0,40173.1,97224,24,4051.0,A
164.0,57555.3,30276,12,2523.0,A
4166.0,17122.4,63312,48,1319.0,A
198.0,39776.4,41952,12,3496.0,A
2359.0,22027.9,78936,12,6578.0,A
8400.0,53678.2,21852,36,607.0,A
5315.0,40756.5,14628,12,1219.0,A
2500.0,28523.8,23184,12,1932.0,A
9874.0,18831.6,39576,12,3298.0,A
62.0,18769.6,39576,12,3298.0,A
33100.0,49699.3,31248,12,2604.0,A
29561.0,77971.5,68544,24,2856.0,A
5005.0,10619.5,87816,12,7318.0,A
22511.0,70541.9,192744,36,5354.0,A
2282.0,48941.7,12540,12,1045.0,A
48816.0,92197.5,97632,12,8136.0,A
5800.0,31053.2,89880,24,3745.0,A
15469.0,54510.2,182628,36,5073.0,A
5483.0,31681.5,76680,24,3195.0,A
6000.0,42694.1,74688,12,6224.0,A
19331.0,71745.1,227880,36,6330.0,A
28091.0,91076.1,227880,36,6330.0,A
10644.0,61101.1,227880,36,6330.0,A
49761.0,59090.8,94512,12,7876.0,B
4200.0,17559.3,87216,48,1817.0,B
17313.0,49851.8,104808,12,8734.0,A
41.0,64105.6,82896,12,6908.0,A
7847.0,69055.8,59760,24,2490.0,A
3700.0,65355.8,59760,24,2490.0,A
24144.0,59527.1,197748,36,5493.0,A
21882.0,53617.9,131292,36,3647.0,A
3520.0,31823.2,17184,12,1432.0,A
6400.0,29618.6,19248,12,1604.0,A
9249.0,36018.6,19248,12,1604.0,A
4967.0,29721.2,113796,36,3161.0,A
1807.0,53074.8,123408,24,5142.0,A
5100.0,45912.5,91632,12,7636.0,A
4723.0,51859.9,99336,24,4139.0,A
2200.0,90028.8,24516,12,2043.0,A
30777.0,41333.3,61560,12,5130.0,A
4600.0,41666.6,93600,24,3900.0,A
6300.0,62760.8,42900,12,3575.0,A
16598.0,45106.2,49320,12,4110.0,B
726.0,65563.8,76944,12,6412.0,A
3800.0,34658.5,215388,36,5983.0,B
7082.0,68492.7,231696,36,6436.0,A
300.0,28535.5,4980,12,415.0,A
3359.0,29971.4,46320,24,1930.0,A
6106.0,34886.7,72120,12,6010.0,A
